brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,Engine_Displacement
Porsche,911 Carrera,23278.0,Gasoline,3.0 Liter,Automatic,blue,black,None reported,No,114998.0,4,5.0
BMW,435 Gran Coupe i,60100.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,24995.0,9,6.6
Mercedes-Benz,CLS-Class CLS500,28950.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,No,16750.0,18,4.0
Ford,F-250 Platinum,48549.0,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,blue,black,None reported,No,69998.0,3,4.4
Cadillac,XTS Luxury,112000.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,14599.0,8,4.0
Mercedes-Benz,AMG C 63 S,13650.0,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Other,blue,black,None reported,Yes,75000.0,3,3.0
Porsche,Boxster S,65750.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,21750.0,19,5.0
Audi,A5 2.0T Premium,111000.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,11500.0,11,3.8
RAM,1500 Classic SLT,32092.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,blue,black,None reported,Yes,35113.0,3,3.2
Ford,Expedition Max XLT,84351.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,blue,other,None reported,Yes,42691.0,3,3.6
BMW,230 i,30000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,29000.0,5,1.5
Mazda,Mazda6 Touring,19000.0,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,No,25900.0,3,3.4
Tesla,Model Y Long Range,12055.0,Electric,425.0HP Electric Motor Electric Fuel System,Automatic,blue,black,None reported,Yes,44400.0,2,3.683781266631186
Audi,Q4 e-tron Sportback Premium,1156.0,Electric,295.0HP Electric Motor Electric Fuel System,Automatic,blue,black,None reported,Yes,54900.0,1,4.4
Audi,SQ5 3.0T Premium,21832.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,42000.0,4,4.2
GMC,Yukon XL SLT,110000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,34999.0,7,6.7
Kia,Telluride S,14700.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,39900.0,1,2.0
Dodge,Challenger SRT Hellcat,8228.0,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,62500.0,8,3.6
Land,Rover Range Rover 3.0L Supercharged HSE,73101.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,42950.0,6,6.6
Jaguar,XJ Base,112000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,white,None reported,Yes,8800.0,11,3.0
Porsche,Taycan Base,6785.0,Electric,Electric,Automatic,blue,black,None reported,No,108900.0,3,3.6
BMW,M340 i xDrive,34967.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,blue,other,At least 1 accident or damage reported,Yes,49999.0,3,3.7
Tesla,Model Y Long Range,10000.0,Electric,425.0HP Electric Motor Electric Fuel System,Automatic,blue,black,None reported,Yes,48000.0,1,3.6
Chevrolet,Trailblazer RS,10000.0,Gasoline,155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel,Other,blue,black,None reported,Yes,32000.0,1,5.3
Chevrolet,Suburban Premier,73846.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,blue,black,None reported,Yes,60995.0,3,5.7
Alfa,Romeo Giulia Ti,2000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,Yes,39000.0,3,2.0
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,19352.0,Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,blue,other,None reported,Yes,54599.0,2,4.7
Land,Rover Range Rover Sport Supercharged,40000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,At least 1 accident or damage reported,Yes,20000.0,13,3.6
Toyota,Sequoia Platinum,325.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,blue,gray,None reported,Yes,84997.0,1,4.2
Maserati,Quattroporte S GranLusso,55000.0,Gasoline,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,39100.0,7,6.2
Ford,Maverick Lariat,13700.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT,blue,brown,None reported,Yes,39500.0,2,3.0
Chevrolet,Colorado Z85,155000.0,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,At least 1 accident or damage reported,Yes,7995.0,19,2.0
Mercedes-Benz,E-Class E 300 4MATIC,31000.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,white,At least 1 accident or damage reported,Yes,38000.0,7,4.7
Lexus,LS 460 L,127980.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,9999.0,17,2.0
Audi,Q7 Premium Plus,22588.0,Hybrid,3.0 Liter TFSI,Automatic,blue,other,None reported,No,52598.0,2,2.0
Audi,S3 2.0T Premium Plus,78124.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,21500.0,9,3.0
Subaru,WRX Limited,76000.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,blue,black,None reported,Yes,21000.0,9,4.8
Lexus,IS-F Base,75000.0,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,29000.0,16,4.0
Porsche,Boxster Base,72000.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,12250.0,25,6.2
Chevrolet,Cruze LTZ,87000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,10000.0,11,3.0
Kia,Sportage Nightfall,26468.0,Gasoline,2.4L I4 16V GDI DOHC,Other,blue,black,At least 1 accident or damage reported,Yes,27875.0,2,4.7
Lexus,SC 430 Base,109762.0,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,Yes,15000.0,22,6.6
Ford,Bronco,3596.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,Automatic,blue,black,None reported,No,56900.0,3,3.6
Ford,Focus RS Base,14900.0,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,blue,black,None reported,Yes,39000.0,8,3.6
Ford,Bronco Badlands Advanced,4200.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,65994.0,2,5.3
BMW,X4 xDrive30i,34800.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,Yes,46000.0,2,4.4
RAM,1500 Tradesman/Express,72000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,24200.0,7,5.6
Mitsubishi,Mirage ES,35698.0,Gasoline,78.0HP 1.2L 3 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,8750.0,7,8.3
Rivian,R1S Launch Edition,299.0,Electric,835.0HP Electric Motor Electric Fuel System,Automatic,blue,gray,None reported,Yes,92500.0,1,5.3
Subaru,Outback 3.6R Limited,87092.0,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,19500.0,8,3.5
Chevrolet,Silverado 2500 High Country,18860.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,blue,gray,None reported,Yes,74500.0,2,4.6
Porsche,Boxster S,95170.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,24900.0,19,5.6
Chevrolet,Camaro LT1,7652.0,Gasoline,6.2 Liter,Automatic,blue,black,None reported,No,39998.0,2,4.0
BMW,X7 xDrive40i,8000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,blue,brown,None reported,Yes,85000.0,2,2.0
Toyota,Prius Touring,142500.0,Hybrid,76.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,blue,other,None reported,Yes,6999.0,15,3.4
Maserati,Ghibli S GranLusso,12118.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,Yes,52900.0,4,3.2
Pontiac,Firebird Trans Am,64000.0,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,blue,other,None reported,Yes,21000.0,23,4.4
Tesla,Model X Long Range Plus,46897.0,Electric,557.0HP Electric Motor Electric Fuel System,Automatic,blue,black,None reported,Yes,69000.0,3,4.0
BMW,535 i xDrive,135000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,9999.0,13,3.683781266631186
BMW,M3 Base,55250.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,blue,white,None reported,Yes,49999.0,8,2.0
Plymouth,Prowler Base,22300.0,Gasoline,253.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,28500.0,23,2.0
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,49000.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,blue,brown,At least 1 accident or damage reported,Yes,42995.0,6,6.2
Subaru,WRX Base,60930.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,blue,black,None reported,Yes,23750.0,7,5.7
BMW,228 Gran Coupe i xDrive,31100.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,white,None reported,Yes,26999.0,4,2.0
Maserati,GranTurismo Base,12100.0,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,37900.0,12,2.0
Land,Rover Range Rover Sport Supercharged HSE,99915.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,white,At least 1 accident or damage reported,Yes,26500.0,8,3.8
Nissan,Frontier SV,67000.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,15500.0,11,6.2
Buick,Enclave Leather,68653.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,18950.0,9,3.683781266631186
Lexus,RC 350 Base,124000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,blue,None reported,Yes,24000.0,9,3.0
Maserati,GranTurismo Base,70000.0,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,At least 1 accident or damage reported,Yes,13000.0,16,2.4
Toyota,4Runner SR5,91843.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,30500.0,5,3.0
Porsche,Panamera Turbo,67210.0,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,51950.0,9,2.0
Audi,Q5 S line Premium,10120.0,Hybrid,2.0 Liter TFSI,Automatic,blue,gray,None reported,No,39998.0,2,3.5
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,71669.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,20000.0,6,4.4
Toyota,FJ Cruiser Base,86000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,41500.0,10,2.3
Toyota,Tundra SR5,56000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,42000.0,5,5.3
MINI,Convertible Cooper,15544.0,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,No,28000.0,2,3.683781266631186
Ford,F-150 Raptor,28260.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,blue,None reported,Yes,72950.0,3,3.6
Buick,Enclave Premium,87555.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,blue,other,At least 1 accident or damage reported,Yes,31650.0,4,3.6
Dodge,Ram 1500 ST,36500.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,16000.0,17,3.5
Ford,Bronco Outer Banks,19590.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,54999.0,3,1.6
BMW,535 i xDrive,58664.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,At least 1 accident or damage reported,Yes,20950.0,9,5.3
Tesla,Model S 85D,67647.0,Electric,422.0HP Electric Motor Electric Fuel System,Automatic,blue,other,None reported,Yes,28000.0,9,4.7
Lexus,LC 500 Base,915.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,white,None reported,Yes,159000.0,3,3.683781266631186
Ford,F-150 XLT,67650.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,30000.0,6,3.0
BMW,X3 M40i,36905.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,50000.0,3,3.683781266631186
Mercedes-Benz,G-Class G 550 4MATIC,96000.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,Yes,65000.0,8,2.5
Maserati,Coupe Cambiocorsa,54082.0,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,17000.0,18,5.7
Lexus,IS 300 Base,16000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,At least 1 accident or damage reported,Yes,30500.0,6,5.0
Porsche,Boxster Base,75539.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,Manual,blue,other,None reported,Yes,11995.0,26,3.5
Rivian,R1S Adventure Package,211.0,Electric,835.0HP Electric Motor Electric Fuel System,Automatic,blue,black,None reported,Yes,99000.0,1,3.683781266631186
BMW,750 i,70700.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,23000.0,9,3.5
Audi,SQ5 3.0T Premium Plus,22300.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,38999.0,5,4.0
Chrysler,Sebring LX,67303.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,blue,None reported,Yes,4900.0,16,2.0
Chevrolet,Corvette Stingray w/3LT,12000.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,99900.0,3,3.5
Ford,Bronco Outer Banks,16500.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,54000.0,1,3.8
Toyota,GR86 Premium,1275.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,47999.0,2,3.683781266631186
Toyota,Tundra Hybrid Capstone,200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,blue,white,None reported,Yes,82500.0,1,3.0
BMW,M3 Base,44000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,55000.0,7,6.2
Chevrolet,Cruze LT,148377.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,No,5500.0,12,2.5
Chevrolet,Corvette Base,145000.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,22000.0,21,3.0
Chevrolet,Silverado 1500 LT,53433.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,36950.0,5,5.0
Jaguar,F-TYPE S,25786.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,38500.0,9,3.683781266631186
Hyundai,Accent GL,83000.0,Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,2900.0,21,2.0
Chevrolet,Camaro 1SS,15000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,43500.0,3,3.0
Chevrolet,Bolt EV LT,49688.0,Electric,200.0HP Electric Motor Electric Fuel System,Automatic,blue,gray,None reported,Yes,24900.0,4,3.683781266631186
Mazda,MX-5 Miata Sport,39800.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,13250.0,16,3.0
Toyota,Avalon Limited,16156.0,Gasoline,3.5L V6 24V PDI DOHC,Automatic,blue,other,None reported,No,39390.0,2,3.0
GMC,Yukon Denali,30022.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,74500.0,3,4.7
Audi,S6 4.0T,74000.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,29950.0,9,2.0
Ford,F-250 XL,35900.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,blue,gray,At least 1 accident or damage reported,Yes,27900.0,10,5.7
Aston,Martin Vantage Base,1023.0,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,brown,None reported,Yes,156900.0,2,3.6
BMW,M3 Base,81000.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,39000.0,23,5.5
Land,Rover Discovery SE,63295.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,white,None reported,Yes,29993.0,6,6.0
Toyota,Tundra Limited,3959.0,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,55000.0,2,8.1
Dodge,Durango SRT 392,17000.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,65000.0,3,3.0
Porsche,911 Carrera 4S,42635.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,blue,blue,None reported,Yes,72995.0,17,1.8
Toyota,FJ Cruiser Base,53000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,36740.0,11,5.3
Hyundai,Elantra SE,120250.0,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,7500.0,10,5.7
BMW,M240 i,61000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,blue,black,At least 1 accident or damage reported,Yes,34000.0,6,2.0
Mercedes-Benz,GL-Class GL 450 4MATIC,84000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,20399.0,9,2.0
Bentley,Continental GT Base,18000.0,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,63000.0,15,3.7
smart,ForTwo Pure,61595.0,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,5000.0,16,5.3
Lincoln,MKZ Select,52284.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,12500.0,7,4.7
Chevrolet,Silverado 1500 W/T,111228.0,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,At least 1 accident or damage reported,Yes,4000.0,18,4.8
Ford,Mustang GT Premium,31600.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,41000.0,5,3.8
MINI,Clubman Cooper S ALL4,79950.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,17390.0,7,4.0
Volvo,C70 T5,61000.0,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Manual,blue,other,None reported,Yes,10299.0,18,3.0
Subaru,Impreza 2.0i,102242.0,Gasoline,"2L H-4 DOHC, variable valve control, regular unleaded, engine wi",Manual,blue,black,At least 1 accident or damage reported,No,11498.0,9,2.0
Hummer,H3 Base,137333.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,10000.0,17,2.0
Land,Rover Range Rover Sport P400 SE Dynamic,450.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,blue,black,None reported,Yes,124000.0,1,5.0
Porsche,Panamera Edition,77945.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,30000.0,8,3.7
Maserati,Quattroporte Base,51000.0,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,At least 1 accident or damage reported,Yes,18000.0,18,6.2
Toyota,Celica GT,122000.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,blue,gray,None reported,Yes,7800.0,23,3.5
RAM,3500 Tradesman,57000.0,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,blue,gray,None reported,Yes,52000.0,3,2.4
INFINITI,QX60 Luxe,38400.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,32100.0,4,6.6
Porsche,718 Cayman GT4,13554.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,blue,black,None reported,Yes,124995.0,4,2.0
Chevrolet,Camaro 2SS,22000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,blue,black,None reported,Yes,50000.0,2,8.3
Toyota,Highlander Limited,53550.0,Gasoline,3.5L V6 24V PDI DOHC,Automatic,blue,gray,None reported,Yes,39687.0,4,2.5
Chevrolet,Camaro 1LT,111000.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,10900.0,13,5.0
Chrysler,300 Touring,119000.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,3500.0,19,5.3
Chrysler,Town & Country Touring,111000.0,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,gray,None reported,Yes,7900.0,15,4.7
Mazda,CX-5 Touring,116500.0,Gasoline,2.5L I4 16V GDI DOHC,Other,blue,black,None reported,Yes,14311.0,8,3.6
Chevrolet,Camaro 2SS,49600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,32500.0,8,2.4
Acura,TLX Type S PMC Edition,13600.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,white,None reported,Yes,65000.0,1,3.0
Volkswagen,Eos 2.0T,59700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,white,None reported,Yes,10000.0,17,2.5
Chevrolet,Corvette Stingray w/2LT,1800.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,76000.0,4,3.683781266631186
Porsche,Macan S,50000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,red,None reported,Yes,36000.0,8,3.7
Ford,F-250 Platinum,6600.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,72900.0,2,3.0
BMW,X5 PHEV xDrive45e,15736.0,Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Automatic,blue,brown,None reported,Yes,67900.0,1,5.0
Jaguar,F-TYPE R,26000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,red,None reported,Yes,52500.0,9,2.0
Toyota,FJ Cruiser Base,102000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Manual,blue,black,None reported,Yes,24900.0,17,6.7
Porsche,718 Boxster S,50000.0,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,55000.0,6,3.7
Chevrolet,Corvette Base,37622.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,25500.0,20,3.5
BMW,540 i xDrive,21000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,At least 1 accident or damage reported,Yes,42000.0,5,6.2
McLaren,570S Spider,8984.0,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,Other,blue,black,None reported,No,171900.0,6,3.0
Nissan,GT-R Premium,22185.0,Gasoline,3.8L V6 24V MPFI DOHC Twin Turbo,Automatic,blue,gray,None reported,Yes,131999.0,3,3.0
Honda,Civic LX,111000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,13000.0,8,4.0
Porsche,Macan S,36700.0,Gasoline,348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,blue,At least 1 accident or damage reported,Yes,48990.0,5,6.0
Toyota,Highlander Platinum,41000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,blue,black,None reported,Yes,38700.0,4,4.0
Porsche,Macan Base,87500.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,blue,other,None reported,Yes,28000.0,6,2.0
